Timestamp=2025-07-19 23:20:52; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.218.154.32; ExternalIP=89.148.67.74; Action=Blocked; Domain=portal.zntkbgsubt.dev; QType=AAAA; RCode=NOERROR
Timestamp=2025-07-20 14:04:33; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.161.166.82; ExternalIP=204.94.250.149; Action=Allowed; Domain=api.qdltiqxglz.co; QType=NS; RCode=NXDOMAIN
Timestamp=2025-07-20 14:09:18; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.160.211.13; ExternalIP=223.191.174.218; Action=Blocked; Domain=mail.lssgpjxone.io; QType=NS; RCode=FORMERR
Timestamp=2025-07-20 14:16:04; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.62.29.85; ExternalIP=34.98.38.151; Action=Blocked; Domain=login.lcnndn.co; QType=SRV; RCode=SERVFAIL
Timestamp=2025-07-20 14:19:13; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.253.232.40; ExternalIP=22.238.150.116; Action=Allowed; Domain=secure.arefkimot.info; QType=MX; RCode=NXDOMAIN
Timestamp=2025-07-20 14:23:57; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.84.206.82; ExternalIP=167.138.158.104; Action=Allowed; Domain=repo.vawtspezc.net; QType=A; RCode=FORMERR
Timestamp=2025-07-20 14:24:21; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.153.67.54; ExternalIP=138.147.115.208; Action=Blocked; Domain=secure.jafjf.net; QType=PTR; RCode=SERVFAIL
Timestamp=2025-07-20 14:26:34; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.158.45.69; ExternalIP=168.220.46.164; Action=Allowed; Domain=updates.iyiknioxwi.biz; QType=TXT; RCode=NXDOMAIN
Timestamp=2025-07-20 14:36:50; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.188.242.54; ExternalIP=79.107.69.223; Action=Allowed; Domain=secure.zhavmv.org; QType=NS; RCode=REFUSED
Timestamp=2025-07-20 14:37:54; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.60.167.167; ExternalIP=30.17.28.218; Action=Blocked; Domain=vpn.qvhrnxyyd.io; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-07-20 14:45:28; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.115.113.83; ExternalIP=123.181.14.91; Action=Blocked; Domain=updates.pfixvyf.net; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-07-20 14:49:33; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.171.74.192; ExternalIP=37.243.19.43; Action=Blocked; Domain=repo.gywwfurnov.com; QType=MX; RCode=NXDOMAIN
Timestamp=2025-07-20 14:51:53; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.130.101.130; ExternalIP=176.248.157.186; Action=Allowed; Domain=auth.jjbiw.dev; QType=SRV; RCode=NOERROR
Timestamp=2025-07-20 15:16:59; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.115.204.106; ExternalIP=126.212.245.177; Action=Blocked; Domain=mail.uvhxnsxif.co; QType=SRV; RCode=SERVFAIL
Timestamp=2025-07-20 15:29:05; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.232.42.39; ExternalIP=78.230.19.208; Action=Blocked; Domain=updates.kinsaxker.co; QType=AAAA; RCode=NOERROR
Timestamp=2025-07-20 15:49:20; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.160.158.223; ExternalIP=75.2.199.215; Action=Allowed; Domain=api.hwomqy.io; QType=SRV; RCode=FORMERR
Timestamp=2025-07-20 15:58:37; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.47.33.187; ExternalIP=175.165.171.88; Action=Blocked; Domain=updates.iqjgfv.io; QType=NS; RCode=FORMERR
Timestamp=2025-07-20 16:05:02; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.230.190.8; ExternalIP=157.128.142.161; Action=Blocked; Domain=www.yaqcy.dev; QType=SOA; RCode=NXDOMAIN
Timestamp=2025-07-20 16:10:02; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.13.159.113; ExternalIP=164.97.125.158; Action=Allowed; Domain=auth.vqhodcher.net; QType=A; RCode=NXDOMAIN
Timestamp=2025-07-20 16:12:29; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.108.24.166; ExternalIP=201.254.235.210; Action=Allowed; Domain=mail.zhzgwsce.info; QType=NS; RCode=REFUSED
Timestamp=2025-07-20 16:15:20; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.55.62.118; ExternalIP=13.110.177.207; Action=Allowed; Domain=vpn.qahwcqkxcm.io; QType=SOA; RCode=FORMERR
Timestamp=2025-07-20 16:27:14; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.6.142.120; ExternalIP=206.158.199.161; Action=Blocked; Domain=assets.oryjqxtkxm.net; QType=TXT; RCode=FORMERR
Timestamp=2025-07-20 16:36:40; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.45.177.113; ExternalIP=181.216.117.174; Action=Blocked; Domain=cdn.nbdroig.xyz; QType=SOA; RCode=SERVFAIL
Timestamp=2025-07-20 16:45:27; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.142.25.23; ExternalIP=171.148.132.53; Action=Allowed; Domain=vpn.hysnwcp.co; QType=CAA; RCode=SERVFAIL
Timestamp=2025-07-20 17:13:10; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.60.217.187; ExternalIP=171.109.209.216; Action=Allowed; Domain=assets.tonxeypidn.co; QType=A; RCode=SERVFAIL
Timestamp=2025-07-20 17:19:10; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.251.146.229; ExternalIP=46.61.234.122; Action=Blocked; Domain=updates.yebdlr.xyz; QType=SOA; RCode=REFUSED
Timestamp=2025-07-20 17:31:06; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.25.95.97; ExternalIP=101.167.161.220; Action=Blocked; Domain=status.pjtcrzcseq.io; QType=AAAA; RCode=FORMERR
Timestamp=2025-07-20 17:31:41; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.132.61.214; ExternalIP=70.5.70.63; Action=Allowed; Domain=api.cqyxdqjrd.com; QType=MX; RCode=NXDOMAIN
Timestamp=2025-07-20 17:31:58; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.219.121.103; ExternalIP=143.68.230.146; Action=Blocked; Domain=status.aogdrab.org; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-07-20 17:33:09; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.65.62.91; ExternalIP=47.136.217.196; Action=Blocked; Domain=cdn.goyvhiwdg.io; QType=SOA; RCode=NXDOMAIN
Timestamp=2025-07-20 17:39:08; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.239.83.169; ExternalIP=93.237.69.73; Action=Blocked; Domain=api.cadjjaqums.dev; QType=PTR; RCode=SERVFAIL
Timestamp=2025-07-20 17:40:14; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.79.223.235; ExternalIP=135.192.45.31; Action=Allowed; Domain=cdn.mmknyvn.com; QType=TXT; RCode=FORMERR
Timestamp=2025-07-20 17:43:58; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.190.165.82; ExternalIP=213.183.220.245; Action=Allowed; Domain=cdn.gtdimoey.info; QType=AAAA; RCode=SERVFAIL
Timestamp=2025-07-20 17:47:36; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.134.27.235; ExternalIP=116.35.79.25; Action=Blocked; Domain=mail.asxoe.info; QType=TXT; RCode=SERVFAIL
Timestamp=2025-07-20 17:48:09; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.228.37.244; ExternalIP=45.101.11.127; Action=Allowed; Domain=vpn.jmviwaoe.org; QType=NS; RCode=SERVFAIL
Timestamp=2025-07-20 17:49:49; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.219.140.114; ExternalIP=141.105.199.197; Action=Allowed; Domain=www.vixsf.info; QType=PTR; RCode=SERVFAIL
Timestamp=2025-07-20 17:50:55; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.94.61.106; ExternalIP=16.232.112.237; Action=Blocked; Domain=login.rsgpv.co; QType=SRV; RCode=NOERROR
Timestamp=2025-07-20 17:50:57; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.71.152.76; ExternalIP=141.209.202.244; Action=Blocked; Domain=vpn.ymqkspmjj.xyz; QType=TXT; RCode=NOERROR
Timestamp=2025-07-20 17:59:32; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.207.60.201; ExternalIP=133.180.8.152; Action=Allowed; Domain=www.gyrnwjezx.info; QType=SRV; RCode=REFUSED
Timestamp=2025-07-20 18:02:05; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.164.150.56; ExternalIP=130.133.254.224; Action=Blocked; Domain=www.erugyfqv.xyz; QType=MX; RCode=NXDOMAIN
Timestamp=2025-07-20 18:10:06; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.44.187.157; ExternalIP=128.116.250.113; Action=Allowed; Domain=www.okuut.net; QType=TXT; RCode=FORMERR
Timestamp=2025-07-20 18:18:23; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.180.179.242; ExternalIP=134.118.242.71; Action=Allowed; Domain=auth.hmnpxy.io; QType=SRV; RCode=NOERROR
Timestamp=2025-07-20 18:19:51; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.157.184.161; ExternalIP=142.226.83.51; Action=Blocked; Domain=vpn.itlqsuo.xyz; QType=TXT; RCode=NOERROR
Timestamp=2025-07-20 18:21:54; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.241.76.113; ExternalIP=190.195.83.60; Action=Blocked; Domain=auth.tbitwjtcr.co; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-07-20 18:57:28; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.122.139.73; ExternalIP=61.66.66.52; Action=Blocked; Domain=assets.zjjtlmiqxp.xyz; QType=AAAA; RCode=SERVFAIL
Timestamp=2025-07-20 19:09:26; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.55.194.43; ExternalIP=100.160.246.63; Action=Allowed; Domain=www.hfretswhw.biz; QType=A; RCode=NXDOMAIN
Timestamp=2025-07-20 19:09:48; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.166.92.91; ExternalIP=68.110.10.37; Action=Blocked; Domain=vpn.ldseefcexd.io; QType=MX; RCode=REFUSED
Timestamp=2025-07-20 19:35:27; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.137.59.110; ExternalIP=111.192.250.154; Action=Allowed; Domain=login.ymqeaie.org; QType=A; RCode=REFUSED
Timestamp=2025-07-20 19:42:32; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.49.227.13; ExternalIP=195.108.100.116; Action=Blocked; Domain=vpn.fhcpxkh.biz; QType=MX; RCode=FORMERR
Timestamp=2025-07-20 19:50:27; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.15.228.73; ExternalIP=26.255.100.75; Action=Allowed; Domain=cdn.sbplcippxt.co; QType=AAAA; RCode=FORMERR
Timestamp=2025-07-20 19:51:57; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.171.64.166; ExternalIP=210.247.207.205; Action=Allowed; Domain=auth.byhgw.com; QType=MX; RCode=REFUSED
Timestamp=2025-07-20 20:03:59; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.63.191.34; ExternalIP=108.131.75.51; Action=Blocked; Domain=mail.tbwgkrie.info; QType=A; RCode=NXDOMAIN
Timestamp=2025-07-20 20:08:15; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.221.248.174; ExternalIP=101.218.58.8; Action=Allowed; Domain=login.igtnuvevhj.io; QType=NS; RCode=SERVFAIL
Timestamp=2025-07-20 20:35:10; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.74.163.81; ExternalIP=180.70.3.111; Action=Allowed; Domain=status.ezmynskyk.org; QType=MX; RCode=NOERROR
Timestamp=2025-07-20 20:35:37; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.39.243.212; ExternalIP=12.104.125.124; Action=Blocked; Domain=status.xmmqh.org; QType=SRV; RCode=SERVFAIL
Timestamp=2025-07-20 20:36:48; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.107.226.32; ExternalIP=199.117.197.189; Action=Blocked; Domain=login.vjkxnxkbzg.xyz; QType=MX; RCode=REFUSED
Timestamp=2025-07-20 20:38:49; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.121.97.137; ExternalIP=72.228.161.147; Action=Allowed; Domain=vpn.boogyljw.net; QType=MX; RCode=REFUSED
Timestamp=2025-07-20 20:44:07; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.70.126.204; ExternalIP=139.108.16.4; Action=Blocked; Domain=status.mmlkk.org; QType=A; RCode=NOERROR
Timestamp=2025-07-20 20:47:01; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.117.81.115; ExternalIP=168.92.105.8; Action=Allowed; Domain=assets.adeianmvf.org; QType=MX; RCode=NOERROR
Timestamp=2025-07-20 20:47:35; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.152.125.207; ExternalIP=36.79.1.238; Action=Blocked; Domain=status.ajvozgeu.org; QType=SOA; RCode=NOERROR
Timestamp=2025-07-20 20:48:34; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.73.170.167; ExternalIP=48.55.85.68; Action=Blocked; Domain=cdn.dfwdp.io; QType=AAAA; RCode=REFUSED
Timestamp=2025-07-20 20:53:51; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.31.96.31; ExternalIP=177.138.95.35; Action=Blocked; Domain=updates.icfkpyohm.dev; QType=A; RCode=REFUSED
Timestamp=2025-07-20 21:03:31; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.62.71.102; ExternalIP=95.135.213.105; Action=Allowed; Domain=api.exqcp.info; QType=TXT; RCode=SERVFAIL
Timestamp=2025-07-20 21:06:30; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.90.102.166; ExternalIP=42.116.26.86; Action=Blocked; Domain=www.qcupbeg.xyz; QType=NS; RCode=NXDOMAIN
Timestamp=2025-07-20 21:10:01; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.108.116.50; ExternalIP=80.32.225.77; Action=Allowed; Domain=secure.wticghhf.net; QType=SOA; RCode=REFUSED
Timestamp=2025-07-20 21:13:49; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.136.157.211; ExternalIP=103.154.175.191; Action=Allowed; Domain=portal.tgpfxaduqp.net; QType=SOA; RCode=NOERROR
Timestamp=2025-07-20 21:14:01; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.90.255.245; ExternalIP=135.169.71.236; Action=Allowed; Domain=vpn.uvtunve.net; QType=CAA; RCode=NOERROR
Timestamp=2025-07-20 21:16:13; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.14.240.117; ExternalIP=73.197.38.25; Action=Blocked; Domain=assets.shoihp.io; QType=TXT; RCode=NOERROR
Timestamp=2025-07-20 21:17:51; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.217.226.202; ExternalIP=222.49.87.249; Action=Blocked; Domain=mail.heyagelj.dev; QType=CAA; RCode=FORMERR
Timestamp=2025-07-20 21:21:47; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.166.143.107; ExternalIP=138.54.46.120; Action=Blocked; Domain=portal.riilqkm.org; QType=SRV; RCode=NOERROR
Timestamp=2025-07-20 21:29:05; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.42.252.80; ExternalIP=130.59.238.136; Action=Blocked; Domain=api.vqfjcgoxhp.io; QType=MX; RCode=REFUSED
Timestamp=2025-07-20 21:35:44; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.109.203.132; ExternalIP=17.223.206.173; Action=Blocked; Domain=login.cnscge.org; QType=A; RCode=NOERROR
Timestamp=2025-07-20 21:42:42; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.153.153.87; ExternalIP=78.6.161.60; Action=Allowed; Domain=assets.tygolxrtm.dev; QType=CAA; RCode=NOERROR
Timestamp=2025-07-20 21:52:56; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.126.153.93; ExternalIP=65.133.59.194; Action=Blocked; Domain=secure.amwgosr.org; QType=TXT; RCode=REFUSED
Timestamp=2025-07-20 21:56:08; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.146.224.63; ExternalIP=116.225.71.38; Action=Allowed; Domain=secure.fyyrih.net; QType=NS; RCode=SERVFAIL
Timestamp=2025-07-20 21:57:25; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.189.233.107; ExternalIP=142.136.242.27; Action=Blocked; Domain=repo.jchoq.com; QType=MX; RCode=FORMERR
Timestamp=2025-07-20 22:07:30; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.93.26.214; ExternalIP=65.86.206.227; Action=Allowed; Domain=secure.skddjewxfe.xyz; QType=CAA; RCode=REFUSED
Timestamp=2025-07-20 22:08:03; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.132.85.173; ExternalIP=36.170.129.3; Action=Blocked; Domain=api.radbt.com; QType=SRV; RCode=SERVFAIL
Timestamp=2025-07-20 22:15:47; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.93.139.206; ExternalIP=102.246.93.48; Action=Blocked; Domain=portal.geoddj.dev; QType=SOA; RCode=NOERROR
Timestamp=2025-07-20 22:19:26; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.209.26.164; ExternalIP=150.101.71.73; Action=Blocked; Domain=updates.wqnmhb.co; QType=SOA; RCode=NXDOMAIN
Timestamp=2025-07-20 22:21:54; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.161.234.144; ExternalIP=143.137.32.245; Action=Blocked; Domain=repo.ezckkbpbsp.xyz; QType=SRV; RCode=FORMERR
Timestamp=2025-07-20 22:25:22; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.148.169.59; ExternalIP=88.76.147.6; Action=Blocked; Domain=www.vdtojnv.io; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-20 22:28:47; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.23.221.173; ExternalIP=166.39.218.18; Action=Allowed; Domain=api.zzpdfuskw.com; QType=AAAA; RCode=FORMERR
Timestamp=2025-07-20 22:33:45; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.83.84.35; ExternalIP=14.94.47.199; Action=Blocked; Domain=updates.syqbv.co; QType=SRV; RCode=NOERROR
Timestamp=2025-07-20 22:39:37; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.20.76.47; ExternalIP=214.138.10.98; Action=Allowed; Domain=mail.cbsvvntiuf.xyz; QType=A; RCode=REFUSED
Timestamp=2025-07-20 22:44:02; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.57.130.49; ExternalIP=52.174.19.211; Action=Allowed; Domain=assets.wtryhejrc.biz; QType=NS; RCode=REFUSED
Timestamp=2025-07-20 22:51:24; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.218.57.254; ExternalIP=37.18.220.250; Action=Blocked; Domain=login.npkjjffuv.io; QType=NS; RCode=FORMERR
Timestamp=2025-07-20 22:53:57; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.146.224.7; ExternalIP=106.209.181.225; Action=Allowed; Domain=www.syqpsoe.org; QType=PTR; RCode=REFUSED
Timestamp=2025-07-20 23:01:55; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.149.14.114; ExternalIP=22.183.81.226; Action=Blocked; Domain=auth.molbnyei.xyz; QType=SRV; RCode=FORMERR
Timestamp=2025-07-20 23:05:03; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.74.188.59; ExternalIP=207.214.21.118; Action=Allowed; Domain=status.xxhidow.biz; QType=A; RCode=NXDOMAIN
Timestamp=2025-07-20 23:06:41; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.183.126.96; ExternalIP=157.255.178.118; Action=Blocked; Domain=api.iqofpcj.co; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-07-20 23:31:19; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.137.17.224; ExternalIP=160.199.223.238; Action=Blocked; Domain=login.rrsswd.net; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-07-20 23:35:05; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.116.53.75; ExternalIP=211.201.247.33; Action=Allowed; Domain=auth.fplxtiksv.org; QType=CAA; RCode=FORMERR
Timestamp=2025-07-20 23:37:39; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.16.75.32; ExternalIP=138.51.23.171; Action=Blocked; Domain=repo.imixd.net; QType=CAA; RCode=NOERROR
Timestamp=2025-07-20 23:40:47; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.140.29.243; ExternalIP=24.14.67.166; Action=Allowed; Domain=auth.mtrzwfijcp.net; QType=TXT; RCode=NOERROR
Timestamp=2025-07-20 23:51:23; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.244.129.215; ExternalIP=129.69.116.176; Action=Blocked; Domain=auth.bfjkssl.com; QType=TXT; RCode=SERVFAIL
Timestamp=2025-07-20 23:53:22; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.249.17.149; ExternalIP=46.239.147.100; Action=Blocked; Domain=mail.nwtuenhuq.dev; QType=PTR; RCode=REFUSED
Timestamp=2025-07-21 00:02:31; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.22.129.25; ExternalIP=136.78.237.208; Action=Allowed; Domain=assets.otslp.com; QType=A; RCode=SERVFAIL
Timestamp=2025-07-21 00:11:00; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.12.176.202; ExternalIP=70.65.34.178; Action=Blocked; Domain=www.iqaahycon.net; QType=SOA; RCode=NXDOMAIN
Timestamp=2025-07-21 00:13:51; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.22.106.120; ExternalIP=69.204.24.184; Action=Blocked; Domain=portal.awxfl.info; QType=CAA; RCode=SERVFAIL
Timestamp=2025-07-21 00:29:42; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.138.148.77; ExternalIP=188.47.127.76; Action=Allowed; Domain=login.hgtibpcrtc.org; QType=TXT; RCode=FORMERR
Timestamp=2025-07-21 00:31:27; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.34.168.48; ExternalIP=50.121.87.160; Action=Blocked; Domain=assets.cidgzcsu.biz; QType=SRV; RCode=SERVFAIL
Timestamp=2025-07-21 00:31:44; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.87.226.125; ExternalIP=201.196.238.11; Action=Allowed; Domain=vpn.yyvhvetjmc.co; QType=A; RCode=SERVFAIL
Timestamp=2025-07-21 00:32:58; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.181.44.88; ExternalIP=213.171.215.133; Action=Blocked; Domain=status.bhldqsqiv.com; QType=SRV; RCode=FORMERR
Timestamp=2025-07-21 00:43:22; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.30.174.46; ExternalIP=200.109.16.90; Action=Blocked; Domain=mail.jcrxvhhx.com; QType=TXT; RCode=SERVFAIL
Timestamp=2025-07-21 00:48:26; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.228.117.250; ExternalIP=98.212.87.236; Action=Allowed; Domain=vpn.oesgyydyg.info; QType=MX; RCode=SERVFAIL
Timestamp=2025-07-21 00:53:41; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.150.78.138; ExternalIP=93.124.98.211; Action=Blocked; Domain=mail.cwznd.net; QType=SRV; RCode=REFUSED
Timestamp=2025-07-21 00:58:57; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.73.198.221; ExternalIP=70.135.167.44; Action=Allowed; Domain=login.dygeruct.biz; QType=CAA; RCode=REFUSED
