Jul 19 23:28:22 postfix01 MTA[24308]: 3e72bw: from=<george.75@corporate.co>, to=<sara.92@mailbox.biz>, relay=mx.test.org [183.132.131.5], proto=ESMTP, delay=18.42, size=12359, nrcpts=1, msgid=<20250719232822.3e72bw@postfix01>, status=Rejected (553 Invalid recipient)
Jul 20 03:27:55 mailgw1 MTA[96964]: f96nki: from=<zoe.23@securemail.gov>, to=<daniel.79@university.edu>, relay=mx1.fastmail.pro [208.117.12.60], proto=ESMTP, delay=14.33, size=1085, nrcpts=2, msgid=<20250720032755.f96nki@mailgw1>, status=Sent (250 Message queued)
Jul 20 03:29:45 aixhost MTA[99181]: 9gt1s9: from=<grace.18@researchlab.org>, to=<ryan.38@university.edu>, relay=relay.mailservice.io [176.201.29.56], proto=SMTP, delay=2.7, size=8473, nrcpts=1, msgid=<20250720032945.9gt1s9@aixhost>, status=Bounced (550 User unknown)
Jul 20 03:31:37 postfix01 MTA[74177]: 9liiun: from=<chloe.96@company.net>, to=<david.93@test.org>, relay=mx.securemail.gov [54.87.121.217], proto=ESMTP, delay=28.15, size=15023, nrcpts=1, msgid=<20250720033137.9liiun@postfix01>, status=Deferred (451 Temporary local problem)
Jul 20 03:40:19 postfix01 MTA[79939]: 346crf: from=<sophia.14@fastmail.pro>, to=<mia.23@university.edu>, relay=smtp.banksecure.fin [202.6.44.116], proto=ESMTP, delay=29.67, size=17132, nrcpts=1, msgid=<20250720034019.346crf@postfix01>, status=Deferred (450 Timeout)
Jul 20 03:40:29 postfix01 MTA[36174]: ip1mp9: from=<george.33@researchlab.org>, to=<olivia.93@marketing.agency>, relay=gw.researchlab.org [171.85.195.22], proto=ESMTP, delay=22.37, size=4005, nrcpts=1, msgid=<20250720034029.ip1mp9@postfix01>, status=Deferred (451 Temporary local problem)
Jul 20 03:42:03 aixhost MTA[47468]: pojzsw: from=<emma.80@banksecure.fin>, to=<zoe.58@alpha.tech>, relay=relay.mailbox.biz [186.127.224.139], proto=SMTP, delay=23.97, size=9244, nrcpts=1, msgid=<20250720034203.pojzsw@aixhost>, status=Rejected (554 Relay access denied)
Jul 20 03:49:39 mailgw1 MTA[97535]: jpn96u: from=<james.48@logistics.inc>, to=<sara.75@cloudmail.ai>, relay=outbound.university.edu [206.216.151.212], proto=ESMTP, delay=20.97, size=1638, nrcpts=1, msgid=<20250720034939.jpn96u@mailgw1>, status=Bounced (552 Message too large)
Jul 20 03:55:17 postfix01 MTA[98492]: 46yavr: from=<bella.60@securemail.gov>, to=<laura.92@marketing.agency>, relay=mailrelay.example.net [215.57.127.210], proto=ESMTP, delay=17.24, size=9511, nrcpts=1, msgid=<20250720035517.46yavr@postfix01>, status=Sent (250 OK)
Jul 20 03:56:37 postfix01 MTA[32584]: mss7m5: from=<olivia.84@cloudmail.ai>, to=<tom.73@alpha.tech>, relay=mx.test.org [152.210.68.18], proto=SMTP, delay=9.4, size=4256, nrcpts=1, msgid=<20250720035637.mss7m5@postfix01>, status=Rejected (550 Spam message blocked)
Jul 20 04:04:30 postfix01 MTA[22622]: 6urmcb: from=<luke.95@university.edu>, to=<karen.4@mailbox.biz>, relay=mx.securemail.gov [25.5.221.163], proto=ESMTP, delay=2.06, size=956, nrcpts=1, msgid=<20250720040430.6urmcb@postfix01>, status=Rejected (550 Spam message blocked)
Jul 20 04:05:34 postfix01 MTA[32865]: 3l9dnx: from=<chloe.74@fastmail.pro>, to=<brian.19@banksecure.fin>, relay=outbound.university.edu [30.66.198.224], proto=SMTP, delay=15.17, size=5073, nrcpts=1, msgid=<20250720040534.3l9dnx@postfix01>, status=Rejected (553 Invalid recipient)
Jul 20 04:06:51 postfix01 MTA[46167]: xi3bvs: from=<john.26@fastmail.pro>, to=<bob.77@mailbox.biz>, relay=mx.securemail.gov [173.18.184.62], proto=ESMTP, delay=29.29, size=3745, nrcpts=1, msgid=<20250720040651.xi3bvs@postfix01>, status=Sent (250 OK)
Jul 20 04:09:08 mailgw1 MTA[88872]: wpiyj8: from=<daniel.86@university.edu>, to=<emily.44@logistics.inc>, relay=mx.test.org [97.31.152.253], proto=SMTP, delay=19.17, size=1954, nrcpts=1, msgid=<20250720040908.wpiyj8@mailgw1>, status=Rejected (553 Invalid recipient)
Jul 20 04:10:31 aixhost MTA[30182]: pn2ebh: from=<james.94@banksecure.fin>, to=<emma.56@mailbox.biz>, relay=mailrelay.example.net [150.9.105.139], proto=ESMTP, delay=15.68, size=7356, nrcpts=1, msgid=<20250720041031.pn2ebh@aixhost>, status=Sent (250 Message queued)
Jul 20 04:14:31 postfix01 MTA[26709]: emqam0: from=<olivia.60@fastmail.pro>, to=<henry.15@researchlab.org>, relay=smtp.company.net [5.155.248.74], proto=SMTP, delay=15.12, size=4589, nrcpts=1, msgid=<20250720041431.emqam0@postfix01>, status=Rejected (554 Relay access denied)
Jul 20 04:15:50 aixhost MTA[19176]: mpjf71: from=<emily.40@fastmail.pro>, to=<natalie.48@test.org>, relay=mx.test.org [17.19.96.249], proto=ESMTP, delay=18.31, size=8379, nrcpts=1, msgid=<20250720041550.mpjf71@aixhost>, status=Bounced (552 Message too large)
Jul 20 04:17:31 mailgw1 MTA[94162]: q3ykcy: from=<george.57@securemail.gov>, to=<emily.23@fastmail.pro>, relay=mailrelay.example.net [122.31.13.32], proto=ESMTP, delay=8.38, size=16587, nrcpts=1, msgid=<20250720041731.q3ykcy@mailgw1>, status=Deferred (451 Temporary local problem)
Jul 20 04:23:28 postfix01 MTA[83810]: qn8xd1: from=<john.40@company.net>, to=<brian.96@alpha.tech>, relay=smtp.cloudmail.ai [182.250.139.167], proto=ESMTP, delay=29.6, size=12752, nrcpts=1, msgid=<20250720042328.qn8xd1@postfix01>, status=Sent (250 OK)
Jul 20 04:31:48 postfix01 MTA[71547]: af4og8: from=<emma.17@alpha.tech>, to=<kevin.65@researchlab.org>, relay=smtp.banksecure.fin [199.25.92.73], proto=ESMTP, delay=1.05, size=12818, nrcpts=2, msgid=<20250720043148.af4og8@postfix01>, status=Bounced (554 Transaction failed)
Jul 20 04:34:04 aixhost MTA[73544]: rl5qy2: from=<alice.35@banksecure.fin>, to=<tom.42@university.edu>, relay=relay.corporate.co [121.16.10.157], proto=SMTP, delay=15.75, size=3535, nrcpts=1, msgid=<20250720043404.rl5qy2@aixhost>, status=Rejected (554 Relay access denied)
Jul 20 04:35:21 postfix01 MTA[29220]: tp877x: from=<sara.3@marketing.agency>, to=<laura.32@company.net>, relay=relay.mailservice.io [78.75.35.156], proto=ESMTP, delay=5.92, size=13212, nrcpts=1, msgid=<20250720043521.tp877x@postfix01>, status=Rejected (550 Spam message blocked)
Jul 20 04:39:14 mailgw1 MTA[65546]: wlzj4x: from=<sara.66@securemail.gov>, to=<natalie.46@cloudmail.ai>, relay=smtp.banksecure.fin [53.105.95.122], proto=ESMTP, delay=24.2, size=7704, nrcpts=1, msgid=<20250720043914.wlzj4x@mailgw1>, status=Deferred (450 Timeout)
Jul 20 04:40:22 aixhost MTA[73620]: jalywt: from=<alice.16@cloudmail.ai>, to=<zoe.31@partner.solutions>, relay=mailrelay.example.net [149.225.37.62], proto=ESMTP, delay=14.09, size=9722, nrcpts=1, msgid=<20250720044022.jalywt@aixhost>, status=Deferred (450 Timeout)
Jul 20 04:43:57 mailgw1 MTA[81458]: qf7hmd: from=<andrew.45@company.net>, to=<nora.55@marketing.agency>, relay=relay.partner.solutions [198.22.130.123], proto=SMTP, delay=2.18, size=15632, nrcpts=1, msgid=<20250720044357.qf7hmd@mailgw1>, status=Rejected (554 Relay access denied)
Jul 20 04:46:49 mailgw1 MTA[65110]: aul0qg: from=<andrew.1@corporate.co>, to=<mark.5@cloudmail.ai>, relay=smtp.cloudmail.ai [196.133.27.17], proto=SMTP, delay=19.08, size=19170, nrcpts=1, msgid=<20250720044649.aul0qg@mailgw1>, status=Rejected (554 Relay access denied)
Jul 20 04:47:33 postfix01 MTA[73298]: 3ehy1i: from=<oliver.38@banksecure.fin>, to=<jane.81@example.com>, relay=mx.test.org [146.146.4.154], proto=ESMTP, delay=13.15, size=12510, nrcpts=2, msgid=<20250720044733.3ehy1i@postfix01>, status=Deferred (450 Timeout)
Jul 20 04:48:02 mailgw1 MTA[89546]: faeoan: from=<daniel.57@marketing.agency>, to=<bob.58@test.org>, relay=relay.mailservice.io [162.107.63.173], proto=ESMTP, delay=22.71, size=19039, nrcpts=1, msgid=<20250720044802.faeoan@mailgw1>, status=Deferred (451 Temporary local problem)
Jul 20 04:51:44 aixhost MTA[71054]: 2op1xu: from=<luke.89@alpha.tech>, to=<zoe.42@university.edu>, relay=mx.securemail.gov [74.239.45.19], proto=ESMTP, delay=5.45, size=10527, nrcpts=2, msgid=<20250720045144.2op1xu@aixhost>, status=Deferred (451 Temporary local problem)
Jul 20 04:55:02 aixhost MTA[69676]: 0dmfn8: from=<grace.6@researchlab.org>, to=<sophia.77@partner.solutions>, relay=relay.mailbox.biz [75.15.47.22], proto=SMTP, delay=25.24, size=10880, nrcpts=1, msgid=<20250720045502.0dmfn8@aixhost>, status=Bounced (552 Message too large)
Jul 20 05:00:34 mailgw1 MTA[37155]: muikoy: from=<james.37@alpha.tech>, to=<charles.26@university.edu>, relay=relay.mailbox.biz [199.157.212.88], proto=ESMTP, delay=17.55, size=2277, nrcpts=2, msgid=<20250720050034.muikoy@mailgw1>, status=Deferred (450 Timeout)
Jul 20 05:03:21 postfix01 MTA[90587]: lph26z: from=<olivia.19@partner.solutions>, to=<ryan.63@banksecure.fin>, relay=smtp.banksecure.fin [202.92.75.149], proto=SMTP, delay=21.59, size=17535, nrcpts=1, msgid=<20250720050321.lph26z@postfix01>, status=Rejected (553 Invalid recipient)
Jul 20 05:05:24 postfix01 MTA[19842]: udz1p4: from=<bella.6@mailservice.io>, to=<kevin.18@corporate.co>, relay=smtp.marketing.agency [79.241.222.123], proto=SMTP, delay=8.72, size=5819, nrcpts=1, msgid=<20250720050524.udz1p4@postfix01>, status=Bounced (552 Message too large)
Jul 20 05:06:17 postfix01 MTA[75062]: l3hzes: from=<mark.9@alpha.tech>, to=<david.31@mailservice.io>, relay=smtp.cloudmail.ai [165.235.34.80], proto=SMTP, delay=5.16, size=16745, nrcpts=1, msgid=<20250720050617.l3hzes@postfix01>, status=Rejected (554 Relay access denied)
Jul 20 05:06:26 mailgw1 MTA[47997]: bcw6hz: from=<george.10@fastmail.pro>, to=<alice.94@mailbox.biz>, relay=relay.corporate.co [117.255.230.160], proto=ESMTP, delay=6.13, size=2562, nrcpts=1, msgid=<20250720050626.bcw6hz@mailgw1>, status=Rejected (554 Relay access denied)
Jul 20 05:06:29 mailgw1 MTA[42776]: 0yzisv: from=<susan.19@test.org>, to=<karen.48@corporate.co>, relay=gw.researchlab.org [186.3.223.36], proto=ESMTP, delay=9.83, size=15027, nrcpts=2, msgid=<20250720050629.0yzisv@mailgw1>, status=Sent (250 Message queued)
Jul 20 05:06:46 mailgw1 MTA[55085]: 3gd9o2: from=<natalie.75@test.org>, to=<zoe.30@researchlab.org>, relay=outbound.university.edu [84.72.84.108], proto=SMTP, delay=18.1, size=2617, nrcpts=1, msgid=<20250720050646.3gd9o2@mailgw1>, status=Rejected (553 Invalid recipient)
Jul 20 05:08:04 aixhost MTA[53592]: kvvw5g: from=<grace.48@partner.solutions>, to=<zoe.46@test.org>, relay=relay.partner.solutions [6.2.246.181], proto=ESMTP, delay=16.08, size=17209, nrcpts=1, msgid=<20250720050804.kvvw5g@aixhost>, status=Bounced (554 Transaction failed)
Jul 20 05:12:01 aixhost MTA[88151]: oisdkx: from=<bob.3@mailservice.io>, to=<steven.40@company.net>, relay=smtp.company.net [120.21.238.41], proto=ESMTP, delay=29.82, size=18658, nrcpts=2, msgid=<20250720051201.oisdkx@aixhost>, status=Rejected (554 Relay access denied)
Jul 20 05:16:06 mailgw1 MTA[30471]: e0ssvz: from=<emma.7@mailservice.io>, to=<bob.48@partner.solutions>, relay=relay.corporate.co [70.51.10.3], proto=ESMTP, delay=12.97, size=13675, nrcpts=1, msgid=<20250720051606.e0ssvz@mailgw1>, status=Rejected (554 Relay access denied)
Jul 20 05:27:53 aixhost MTA[21319]: 9ohp4j: from=<emma.44@alpha.tech>, to=<susan.70@example.com>, relay=mx.securemail.gov [59.234.147.189], proto=ESMTP, delay=4.09, size=11726, nrcpts=1, msgid=<20250720052753.9ohp4j@aixhost>, status=Bounced (550 User unknown)
Jul 20 05:29:37 mailgw1 MTA[86568]: v1u1di: from=<natalie.49@securemail.gov>, to=<kevin.46@corporate.co>, relay=smtp1.alpha.tech [125.131.78.245], proto=ESMTP, delay=12.58, size=4275, nrcpts=1, msgid=<20250720052937.v1u1di@mailgw1>, status=Deferred (450 Timeout)
Jul 20 05:30:29 postfix01 MTA[45616]: 1tiwwp: from=<chloe.52@banksecure.fin>, to=<sophia.87@corporate.co>, relay=smtp.marketing.agency [25.41.58.206], proto=SMTP, delay=12.32, size=4463, nrcpts=1, msgid=<20250720053029.1tiwwp@postfix01>, status=Rejected (550 Spam message blocked)
Jul 20 05:32:44 mailgw1 MTA[64784]: 84tgaw: from=<tom.64@mailbox.biz>, to=<bob.51@corporate.co>, relay=mx.securemail.gov [178.242.231.92], proto=SMTP, delay=9.52, size=14043, nrcpts=1, msgid=<20250720053244.84tgaw@mailgw1>, status=Bounced (554 Transaction failed)
Jul 20 05:32:45 aixhost MTA[76822]: og8p8z: from=<nora.83@cloudmail.ai>, to=<eric.91@alpha.tech>, relay=mx.test.org [58.77.68.239], proto=ESMTP, delay=9.46, size=11987, nrcpts=1, msgid=<20250720053245.og8p8z@aixhost>, status=Bounced (552 Message too large)
Jul 20 05:37:37 postfix01 MTA[24572]: l34dlo: from=<oliver.17@marketing.agency>, to=<bella.32@cloudmail.ai>, relay=mx1.fastmail.pro [103.23.32.82], proto=SMTP, delay=15.96, size=12189, nrcpts=1, msgid=<20250720053737.l34dlo@postfix01>, status=Rejected (553 Invalid recipient)
Jul 20 05:43:53 postfix01 MTA[95289]: kktrl4: from=<james.73@fastmail.pro>, to=<justin.5@company.net>, relay=mailrelay.example.net [68.220.229.79], proto=SMTP, delay=15.42, size=4979, nrcpts=2, msgid=<20250720054353.kktrl4@postfix01>, status=Rejected (553 Invalid recipient)
Jul 20 05:44:59 mailgw1 MTA[64136]: wbabvd: from=<susan.17@banksecure.fin>, to=<olivia.49@marketing.agency>, relay=smtp1.alpha.tech [212.102.139.213], proto=ESMTP, delay=3.37, size=1472, nrcpts=1, msgid=<20250720054459.wbabvd@mailgw1>, status=Rejected (550 Spam message blocked)
Jul 20 05:46:04 postfix01 MTA[95068]: u3og4m: from=<mark.21@logistics.inc>, to=<kevin.28@alpha.tech>, relay=smtp.cloudmail.ai [213.77.146.216], proto=SMTP, delay=18.59, size=17145, nrcpts=1, msgid=<20250720054604.u3og4m@postfix01>, status=Bounced (550 User unknown)
Jul 20 05:47:36 mailgw1 MTA[44692]: hkuknk: from=<daniel.10@company.net>, to=<bob.77@alpha.tech>, relay=relay.mailbox.biz [124.122.89.233], proto=ESMTP, delay=22.04, size=14315, nrcpts=1, msgid=<20250720054736.hkuknk@mailgw1>, status=Rejected (550 Spam message blocked)
Jul 20 05:47:45 postfix01 MTA[99739]: tboahd: from=<jane.92@test.org>, to=<sophia.50@university.edu>, relay=mx.test.org [118.240.222.6], proto=ESMTP, delay=13.4, size=18938, nrcpts=1, msgid=<20250720054745.tboahd@postfix01>, status=Deferred (451 Temporary local problem)
Jul 20 05:48:14 mailgw1 MTA[98935]: au1x3g: from=<lucy.33@mailbox.biz>, to=<sophia.96@company.net>, relay=relay.corporate.co [127.2.53.185], proto=SMTP, delay=4.56, size=6432, nrcpts=1, msgid=<20250720054814.au1x3g@mailgw1>, status=Bounced (552 Message too large)
Jul 20 05:52:10 mailgw1 MTA[86898]: cyz5x9: from=<zoe.32@example.com>, to=<charles.40@mailbox.biz>, relay=relay.corporate.co [174.147.91.186], proto=ESMTP, delay=16.32, size=9984, nrcpts=2, msgid=<20250720055210.cyz5x9@mailgw1>, status=Deferred (450 Timeout)
Jul 20 05:52:30 mailgw1 MTA[64795]: b1yn3n: from=<david.42@banksecure.fin>, to=<steven.38@logistics.inc>, relay=smtp.cloudmail.ai [59.244.208.177], proto=ESMTP, delay=21.19, size=14410, nrcpts=1, msgid=<20250720055230.b1yn3n@mailgw1>, status=Sent (250 OK)
Jul 20 05:52:53 aixhost MTA[75985]: e3yuna: from=<tom.93@mailservice.io>, to=<linda.90@company.net>, relay=mx.test.org [93.25.6.192], proto=ESMTP, delay=20.79, size=1477, nrcpts=2, msgid=<20250720055253.e3yuna@aixhost>, status=Bounced (552 Message too large)
Jul 20 05:52:55 postfix01 MTA[96013]: eqf9rj: from=<luke.43@partner.solutions>, to=<linda.84@alpha.tech>, relay=outbound.university.edu [221.70.158.177], proto=ESMTP, delay=13.47, size=5656, nrcpts=1, msgid=<20250720055255.eqf9rj@postfix01>, status=Bounced (554 Transaction failed)
Jul 20 05:53:11 aixhost MTA[66872]: 7fhhyj: from=<hannah.93@logistics.inc>, to=<henry.77@university.edu>, relay=mailrelay.example.net [209.94.99.165], proto=ESMTP, delay=4.23, size=17676, nrcpts=1, msgid=<20250720055311.7fhhyj@aixhost>, status=Rejected (554 Relay access denied)
Jul 20 05:55:49 aixhost MTA[27153]: wprcxj: from=<david.37@fastmail.pro>, to=<oliver.87@partner.solutions>, relay=relay.mailbox.biz [150.119.163.186], proto=ESMTP, delay=24.09, size=12264, nrcpts=1, msgid=<20250720055549.wprcxj@aixhost>, status=Deferred (451 Temporary local problem)
Jul 20 06:00:47 mailgw1 MTA[29603]: y8an10: from=<emma.31@cloudmail.ai>, to=<laura.37@fastmail.pro>, relay=relay.mailservice.io [23.184.134.195], proto=ESMTP, delay=26.94, size=9001, nrcpts=1, msgid=<20250720060047.y8an10@mailgw1>, status=Sent (250 Message queued)
Jul 20 06:11:22 mailgw1 MTA[57753]: yhtty4: from=<george.40@logistics.inc>, to=<andrew.28@example.com>, relay=relay.partner.solutions [216.38.245.56], proto=ESMTP, delay=4.19, size=11020, nrcpts=1, msgid=<20250720061122.yhtty4@mailgw1>, status=Rejected (550 Spam message blocked)
Jul 20 06:13:08 postfix01 MTA[41580]: dchc3q: from=<ava.21@alpha.tech>, to=<brian.99@alpha.tech>, relay=gw.researchlab.org [113.219.203.113], proto=ESMTP, delay=3.96, size=9094, nrcpts=1, msgid=<20250720061308.dchc3q@postfix01>, status=Deferred (450 Timeout)
Jul 20 06:14:01 postfix01 MTA[35675]: lpzma7: from=<james.97@cloudmail.ai>, to=<natalie.77@university.edu>, relay=smtp.marketing.agency [96.31.83.135], proto=ESMTP, delay=27.29, size=1513, nrcpts=2, msgid=<20250720061401.lpzma7@postfix01>, status=Deferred (451 Temporary local problem)
Jul 20 06:16:23 mailgw1 MTA[40956]: vphskx: from=<karen.32@researchlab.org>, to=<david.32@securemail.gov>, relay=mx.securemail.gov [47.228.4.103], proto=SMTP, delay=15.48, size=16816, nrcpts=2, msgid=<20250720061623.vphskx@mailgw1>, status=Rejected (550 Spam message blocked)
Jul 20 06:21:12 aixhost MTA[29049]: 9cmxr0: from=<adam.5@mailbox.biz>, to=<henry.10@alpha.tech>, relay=gw.researchlab.org [169.87.185.69], proto=ESMTP, delay=19.5, size=3853, nrcpts=2, msgid=<20250720062112.9cmxr0@aixhost>, status=Bounced (550 User unknown)
Jul 20 06:21:18 postfix01 MTA[95306]: ujkm7p: from=<james.77@researchlab.org>, to=<eric.35@fastmail.pro>, relay=relay.mailservice.io [104.163.76.204], proto=ESMTP, delay=24.78, size=6850, nrcpts=1, msgid=<20250720062118.ujkm7p@postfix01>, status=Bounced (550 User unknown)
Jul 20 06:21:22 aixhost MTA[23029]: xywbno: from=<daniel.59@banksecure.fin>, to=<grace.97@banksecure.fin>, relay=mailrelay.example.net [25.210.83.45], proto=ESMTP, delay=8.64, size=4273, nrcpts=1, msgid=<20250720062122.xywbno@aixhost>, status=Rejected (554 Relay access denied)
Jul 20 06:24:02 postfix01 MTA[98291]: e5tcga: from=<jane.52@marketing.agency>, to=<lucy.12@researchlab.org>, relay=mx.securemail.gov [146.60.7.184], proto=SMTP, delay=23.43, size=15767, nrcpts=1, msgid=<20250720062402.e5tcga@postfix01>, status=Bounced (554 Transaction failed)
Jul 20 06:24:17 postfix01 MTA[49376]: 9ummhu: from=<jane.34@banksecure.fin>, to=<linda.6@banksecure.fin>, relay=outbound.university.edu [50.180.76.212], proto=ESMTP, delay=25.94, size=3247, nrcpts=1, msgid=<20250720062417.9ummhu@postfix01>, status=Rejected (550 Spam message blocked)
Jul 20 06:25:40 aixhost MTA[83250]: fd5zxc: from=<andrew.81@university.edu>, to=<mia.37@example.com>, relay=smtp1.alpha.tech [120.14.114.74], proto=ESMTP, delay=26.0, size=1306, nrcpts=1, msgid=<20250720062540.fd5zxc@aixhost>, status=Deferred (450 Timeout)
Jul 20 06:26:51 mailgw1 MTA[31277]: fbweqi: from=<bella.73@mailservice.io>, to=<mark.54@example.com>, relay=mx.securemail.gov [185.152.252.208], proto=ESMTP, delay=16.56, size=19747, nrcpts=1, msgid=<20250720062651.fbweqi@mailgw1>, status=Sent (250 Message queued)
Jul 20 06:27:42 postfix01 MTA[85262]: pzzr34: from=<jane.21@corporate.co>, to=<ava.76@securemail.gov>, relay=relay.partner.solutions [178.216.227.199], proto=ESMTP, delay=9.21, size=17833, nrcpts=2, msgid=<20250720062742.pzzr34@postfix01>, status=Deferred (450 Timeout)
Jul 20 06:30:17 mailgw1 MTA[94701]: op8y98: from=<adam.71@test.org>, to=<chloe.52@securemail.gov>, relay=mx.securemail.gov [170.4.38.44], proto=ESMTP, delay=2.76, size=14475, nrcpts=1, msgid=<20250720063017.op8y98@mailgw1>, status=Rejected (553 Invalid recipient)
Jul 20 06:30:53 mailgw1 MTA[56403]: so8ki9: from=<grace.10@corporate.co>, to=<nora.86@researchlab.org>, relay=relay.mailbox.biz [6.16.98.197], proto=ESMTP, delay=18.13, size=19259, nrcpts=2, msgid=<20250720063053.so8ki9@mailgw1>, status=Deferred (451 Temporary local problem)
Jul 20 06:36:58 mailgw1 MTA[16369]: 3kjrtl: from=<nora.81@banksecure.fin>, to=<mark.35@university.edu>, relay=mailrelay.example.net [74.150.27.63], proto=SMTP, delay=19.34, size=19153, nrcpts=1, msgid=<20250720063658.3kjrtl@mailgw1>, status=Bounced (552 Message too large)
Jul 20 06:37:27 mailgw1 MTA[12050]: cc6qyo: from=<zoe.1@corporate.co>, to=<alice.52@cloudmail.ai>, relay=relay.mailbox.biz [199.139.136.206], proto=ESMTP, delay=2.75, size=3110, nrcpts=1, msgid=<20250720063727.cc6qyo@mailgw1>, status=Deferred (450 Timeout)
Jul 20 06:41:36 aixhost MTA[89920]: 29nbd3: from=<david.7@researchlab.org>, to=<daniel.53@test.org>, relay=relay.partner.solutions [21.76.154.213], proto=ESMTP, delay=6.9, size=7623, nrcpts=2, msgid=<20250720064136.29nbd3@aixhost>, status=Deferred (450 Timeout)
Jul 20 06:43:12 postfix01 MTA[77446]: 21qzc6: from=<mia.49@fastmail.pro>, to=<natalie.37@company.net>, relay=smtp.cloudmail.ai [113.7.109.43], proto=SMTP, delay=25.83, size=7818, nrcpts=2, msgid=<20250720064312.21qzc6@postfix01>, status=Bounced (552 Message too large)
Jul 20 06:43:47 aixhost MTA[70095]: mhqqu6: from=<jane.2@fastmail.pro>, to=<zoe.75@mailservice.io>, relay=relay.mailservice.io [17.116.224.67], proto=SMTP, delay=26.64, size=8178, nrcpts=1, msgid=<20250720064347.mhqqu6@aixhost>, status=Bounced (550 User unknown)
